Date,SPY US Equity,IWM US Equity,EFA US Equity,EEM US Equity,DBC US Equity,GLD US Equity,VNQ US Equity,TLT US Equity,SHY US Equity,FDN US Equity,IBB US Equity,IEZ US Equity,IGV US Equity,IHE US Equity,IHI US Equity,ITA US Equity,ITB US Equity,IYJ US Equity,IYT US Equity,IYW US Equity,IYZ US Equity,KBE US Equity,KCE US Equity,KIE US Equity,PBJ US Equity,PBS US Equity,SMH US Equity,VNQ US Equity,XLB US Equity,XLP US Equity,XLU US Equity,XOP US Equity,XRT US Equity
20100707,85.4813,52.3821,35.9571,31.4561,21.1238,117.73,30.0922,74.8086,76.429,24.5759,25.0216,33.2966,43.3313,47.5473,8.5838,21.9729,10.7247,22.2755,64.5808,12.1187,14.3146,19.4017,24.2171,9.903,13.4815,10.7374,NA,30.0922,22.8408,19.3449,19.7767,138.4722,15.8733
20100708,86.3292,53.1365,36.3093,31.6082,21.3181,117.21,30.4668,74.3319,76.4381,24.8654,25.4604,33.8694,43.4672,48.1042,8.6123,22.3252,10.7247,22.5699,65.5514,12.1775,14.5098,19.4586,24.3927,10.0473,13.6125,10.9157,NA,30.4668,23.2163,19.6341,19.9316,140.7702,15.8722
20100709,86.9737,53.9595,36.3456,31.9964,21.357,118.36,30.8543,73.9073,76.4108,25.1548,25.8276,33.9873,43.7584,48.3441,8.6376,22.3774,10.9331,22.7662,66.319,12.2487,14.5098,19.9137,24.7363,10.2299,13.6649,11.0471,NA,30.8543,23.7716,19.6341,20.0662,140.9094,16.1032
20100712,87.0301,53.3508,36.2076,31.7362,21.1141,117.34,30.9512,73.8775,76.4199,25.2047,25.4441,33.7093,43.9331,48.0785,8.5948,22.0512,10.81,22.6467,66.3543,12.3392,14.4572,19.9869,24.6217,10.1263,13.6299,11.0377,NA,30.9512,23.4587,19.7008,20.1336,140.0738,15.9376
20100713,88.3432,55.0397,36.8756,32.1044,21.4542,118.36,31.7134,73.2444,76.3654,26.0133,26.0519,34.1052,44.9232,48.764,8.7436,22.4905,11.2174,23.1203,67.6602,12.5213,14.6975,20.5559,25.2401,10.347,13.7958,11.3474,NA,31.7134,24.0923,19.8788,20.2009,142.1629,16.3734
20100714,88.336,54.8426,37.0063,32.0404,21.4153,118.3,31.526,73.9818,76.4472,26.1431,25.9966,34.1221,45.1406,48.6612,8.7689,22.5601,10.9995,23.1544,68.2161,12.6332,14.72,20.247,24.95,10.2489,13.7784,11.2911,NA,31.526,24.0141,19.8862,20.2077,141.6058,16.2993
20100715,88.3593,54.3367,37.1878,31.8883,21.6193,118.23,31.4195,74.7192,76.4654,26.1131,26.0746,34.0934,45.1367,48.5926,8.7641,22.4774,10.99,23.1118,67.7397,12.6479,14.6862,20.1495,25.0187,10.2081,13.7958,11.2911,NA,31.4195,23.9906,19.9455,20.3423,141.6058,16.3952
20100716,85.9264,52.3563,35.9971,30.9358,21.3473,116.67,30.4022,75.0842,76.5382,25.1848,25.1939,33.0145,43.8846,47.4444,8.4952,21.6728,10.4594,22.3481,65.6926,12.2906,14.3822,19.0197,24.3851,9.8212,13.5164,10.7749,NA,30.4022,23.3336,19.6637,19.9922,136.7661,15.8112
20100719,86.4339,52.5792,36.2294,31.344,21.3278,115.73,30.7768,74.6224,76.5109,25.4343,25.3856,33.8946,44.3602,47.5901,8.4904,21.8249,10.3742,22.5102,65.8249,12.424,14.4648,18.9709,24.5072,9.8784,13.4998,10.9063,NA,30.7768,23.357,19.7008,20.3019,136.6268,15.8722
20100720,87.3926,53.4618,36.4763,32.0804,21.5027,116.65,31.3517,74.7341,76.5382,25.7338,25.4311,34.9475,44.8941,47.573,8.5039,22.0599,10.791,22.8643,66.9896,12.4919,14.6524,18.9546,24.8202,10.0637,13.6387,11.0189,NA,31.3517,24.061,19.9381,20.4837,140.2131,16.2557
20100721,86.2567,52.5021,35.8156,31.7522,21.4444,115.85,30.6993,76.0004,76.5746,25.2646,25.2166,34.3748,44.1952,47.0846,8.2278,22.0921,10.5637,22.7576,65.9837,12.3222,14.5398,18.5198,24.553,9.8675,13.4955,10.7794,NA,30.6993,23.9828,19.723,20.1673,138.5766,15.9507
20100722,88.1829,54.371,37.0208,32.7127,21.872,116.863,31.849,75.1215,76.5473,25.9235,25.6781,35.2845,45.593,47.7615,8.3623,22.7862,10.9142,23.436,68.4808,12.6547,14.8926,19.1822,25.1714,10.2462,13.6736,11.1187,NA,31.849,24.4991,19.9455,20.4905,141.3272,16.4039
20100723,88.9474,55.7084,37.4564,32.9368,21.8039,116.09,32.2527,74.3244,76.5109,26.3926,25.9154,35.5371,46.3792,47.8129,8.4477,23.159,11.1795,23.884,69.5309,12.7316,15.1328,19.3123,25.3776,10.3933,13.7958,11.3476,NA,32.2527,25.0388,20.1309,20.5241,142.1629,16.7569
20100726,89.8739,56.9773,37.7178,33.1609,21.7845,115.52,33.0633,74.1978,76.4836,26.6022,26.6661,35.773,46.8451,48.5669,8.5142,23.5822,11.4732,24.2765,71.4544,12.8198,15.3355,19.8081,25.7593,10.4396,13.9705,11.6009,NA,33.0633,25.1874,20.2347,20.6723,144.6002,17.0445
20100727,89.8658,56.7715,37.8267,33.1049,21.5513,113.51,33.0568,73.4827,76.4381,26.4226,26.5166,35.4529,46.651,48.6183,8.4161,23.3473,11.2363,24.0717,70.4574,12.8356,15.2304,19.9381,25.6524,10.4233,13.9967,11.5352,NA,33.0568,24.9841,20.3088,20.9753,142.0933,16.7613
20100728,89.2858,55.8542,37.6307,32.9208,21.6388,113.78,32.9922,73.7211,76.5109,26.0932,25.9771,35.2086,45.9521,47.6929,8.2831,23.2429,10.9047,23.9523,70.5015,12.6999,15.2529,19.7024,25.4768,10.3307,13.8307,11.3568,NA,32.9922,24.9058,20.1976,20.8743,140.5612,16.5346
20100729,88.8508,55.7084,37.8049,32.9769,21.9497,114.288,32.7145,73.6987,76.5746,25.8735,25.8959,35.5035,45.6512,47.573,8.2293,23.2473,10.9995,23.8797,70.3779,12.5891,15.2379,19.678,25.6601,10.5023,13.6212,11.3005,NA,32.7145,24.8824,19.9529,20.5511,141.8495,16.4911
20100730,88.8347,55.7427,37.6887,33.1369,22.2412,115.49,32.9083,74.8459,76.611,25.9333,26.3346,35.4698,45.8647,47.7872,8.2911,23.2255,11.0563,23.9523,70.3691,12.5393,15.2679,19.6618,25.4463,10.4478,13.6911,11.3756,NA,32.9083,25.0388,20.0048,20.4501,141.2924,16.6131
20100802,90.8406,56.7124,38.9593,33.9974,22.6687,115.54,34.0127,73.7955,76.5932,26.203,26.8254,36.649,46.7675,48.6612,8.4002,23.6039,11.3311,24.3533,71.7809,12.7995,15.5682,20.247,26.0952,10.6685,13.7347,11.6808,NA,34.0127,25.7115,20.2347,20.8743,145.4358,16.9835
20100803,90.4056,56.2571,38.9012,33.8333,22.7465,115.99,33.6833,74.2215,76.6479,26.203,26.8741,36.2868,46.3403,49.0896,8.4271,23.5162,11.0847,24.2125,70.7574,12.7418,15.4218,19.9869,25.9502,10.4342,13.6911,11.5258,NA,33.6833,25.2422,20.0567,20.7733,145.9233,16.4736
20100804,91.0098,56.8487,38.9375,33.8813,22.9408,116.72,33.9223,73.6535,76.5841,26.9416,27.2511,36.5142,47.1558,49.5568,8.5347,23.6822,11.0468,24.4301,71.878,12.8311,15.4781,19.9462,26.3777,10.4505,13.726,11.6666,NA,33.9223,25.4769,20.1309,20.8608,148.848,16.7874
20100805,90.9131,56.18,38.9085,33.7292,22.8339,116.98,33.496,73.9973,76.6752,26.8718,27.1634,36.2733,46.6219,49.4666,8.4999,23.6213,10.9237,24.4003,71.6044,12.7814,15.5156,19.8487,26.3319,10.4996,13.6212,11.629,NA,33.496,25.5316,20.0419,20.8272,149.1962,16.7482
20100806,90.5442,55.8456,39.0247,33.6812,22.6299,117.84,33.341,74.8043,76.6934,26.8518,27.3064,35.8235,46.5928,49.6894,8.4683,23.4655,10.9426,24.2765,71.0662,12.7384,15.373,19.5886,26.1105,10.4124,13.6212,11.4225,NA,33.341,25.4143,20.0864,20.8676,147.2812,16.6392
20100809,91.0275,56.4629,39.0682,33.8573,22.7076,117.4,33.7221,74.5278,76.6479,27.1313,27.5111,35.8993,46.7578,50.2035,8.492,23.65,11.2553,24.4472,72.0544,12.7972,15.4856,19.6618,26.3014,10.5595,13.6998,11.582,NA,33.7221,25.5707,20.1902,20.9416,148.7784,16.8877
20100810,90.5305,55.3998,38.756,33.3931,22.4647,117.73,33.3927,74.6848,76.6843,27.0814,27.3811,35.3603,46.0686,50.2207,8.4398,23.3429,10.9616,24.1997,70.9603,12.6298,15.403,19.548,25.8815,10.5023,13.7173,11.4367,NA,33.3927,25.297,20.2347,21.0628,147.2812,16.6087
20100811,88.0532,53.2222,36.9917,32.3285,21.9594,117.34,32.5595,75.6862,76.7025,26.3327,26.4573,33.9283,44.7096,48.8583,8.2262,22.4513,10.5637,23.3294,68.0573,12.2973,15.0052,18.7108,24.9271,10.1182,13.4466,10.9908,NA,32.5595,24.4443,19.901,20.6386,141.6406,16.247
20100812,87.5135,52.9565,36.9482,32.3846,21.7942,118.77,32.1526,75.4993,76.6843,26.2728,26.7441,33.7262,44.1758,49.1753,8.1898,22.2252,10.4026,23.1416,67.6602,12.0666,15.0878,18.6051,24.805,10.0364,13.4117,10.8969,NA,32.1526,24.6008,19.8788,20.5982,139.9693,16.3472
20100813,87.2557,52.3563,36.8175,32.5606,21.7748,118.74,32.1526,76.4409,76.6752,26.1331,26.5166,33.6251,44.0884,48.8326,8.1328,22.1991,10.3458,23.0648,67.1573,12.001,15.0352,18.5807,24.5607,10.0092,13.4204,10.7561,NA,32.1526,24.4834,19.8713,20.6723,140.0738,16.0727
